113,1,1680,588
113,2,1760,616
113,3,1840,644
113,4,1920,672
113,5,2000,700
114,0,1600,560
114,1,1680,588
114,2,1760,616
114,3,1840,644
114,4,1920,672
114,5,2000,700
115,0,1600,560
115,1,1680,588
115,2,1760,616
115,3,1840,644
115,4,1920,672
115,5,2000,700
116,0,2500,875
116,1,2625,918
116,2,2750,962
116,3,2875,1006
116,4,3000,1050
116,5,3125,1093
117,0,2500,875
117,1,2625,918
117,2,2750,962
117,3,2875,1006
117,4,3000,1050
117,5,3125,1093
118,0,3800,1330
118,1,3990,1396
118,2,4180,1463
118,3,4370,1529
118,4,4560,1596
118,5,4750,1662
119,0,3800,1330
119,1,3990,1396
119,2,4180,1463
119,3,4370,1529
119,4,4560,1596
119,5,4750,1662
120,0,3800,1330
120,1,3990,1396
120,2,4180,1463
120,3,4370,1529
120,4,4560,1596
120,5,4750,1662
121,0,3800,1330
121,1,3990,1396
121,2,4180,1463
121,3,4370,1529
121,4,4560,1596
121,5,4750,1662
122,0,6000,2100
122,1,6300,2205
122,2,6600,2310
122,3,6900,2415
122,4,7200,2520
122,5,7500,2625
123,0,10000,3500
123,1,10500,3675
123,2,11000,3850
123,3,11500,4025
123,4,12000,4200
123,5,12500,4375
124,0,10000,3500
124,1,10500,3675
124,2,11000,3850
124,3,11500,4025
124,4,12000,4200
124,5,12500,4375
125,0,1000,350
125,1,1050,367
125,2,1100,385
125,3,1150,402
125,4,1200,420
125,5,1250,437
125,6,1300,455
125,7,1350,472
126,0,1000,350
126,1,1050,367
126,2,1100,385
126,3,1150,402
126,4,1200,420
126,5,1250,437
126,6,1300,455
126,7,1350,472
127,0,1000,350
127,1,1050,367
127,2,1100,385
127,3,1150,402
127,4,1200,420
127,5,1250,437
127,6,1300,455
127,7,1350,472
128,0,1000,350
128,1,1050,367
128,2,1100,385
128,3,1150,402
128,4,1200,420
128,5,1250,437
128,6,1300,455
128,7,1350,472
129,0,1000,350
129,1,1050,367
129,2,1100,385
129,3,1150,402
129,4,1200,420
129,5,1250,437
129,6,1300,455
129,7,1350,472
130,0,1000,350
130,1,1050,367
130,2,1100,385
130,3,1150,402
130,4,1200,420
130,5,1250,437
130,6,1300,455
130,7,1350,472
131,0,1000,350
131,1,1050,367
131,2,1100,385
131,3,1150,402
131,4,1200,420
131,5,1250,437
131,6,1300,455
131,7,1350,472
132,0,1500,525
132,1,1575,551
132,2,1650,577
132,3,1725,603
132,4,1800,630
132,5,1875,656
132,6,1950,682
132,7,2025,708
133,0,1500,525
133,1,1575,551
133,2,1650,577
133,3,1725,603
133,4,1800,630
133,5,1875,656
133,6,1950,682
133,7,2025,708
134,0,1500,525
134,1,1575,551
134,2,1650,577
134,3,1725,603
134,4,1800,630
134,5,1875,656
134,6,1950,682
134,7,2025,708
135,0,1500,525
135,1,1575,551
135,2,1650,577
135,3,1725,603
135,4,1800,630
135,5,1875,656
135,6,1950,682
135,7,2025,708
136,0,1500,525
136,1,1575,551
136,2,1650,577
136,3,1725,603
136,4,1800,630
136,5,1875,656
136,6,1950,682
136,7,2025,708
137,0,1500,525
137,1,1575,551
137,2,1650,577
137,3,1725,603
137,4,1800,630
137,5,1875,656
137,6,1950,682
137,7,2025,708
138,0,2000,700
138,1,2100,735
138,2,2200,770
138,3,2300,805
138,4,2400,840
138,5,2500,875
138,6,2600,910
138,7,2700,945
139,0,2000,700
139,1,2100,735
139,2,2200,770
139,3,2300,805
139,4,2400,840
139,5,2500,875
139,6,2600,910
139,7,2700,945
140,0,3000,1050
140,1,3150,1102
140,2,3300,1155
140,3,3450,1207
140,4,3600,1260
140,5,3750,1312
140,6,3900,1365
140,7,4050,1417
141,0,3000,1050
141,1,3150,1102
141,2,3300,1155
141,3,3450,1207
141,4,3600,1260
141,5,3750,1312
141,6,3900,1365
141,7,4050,1417
142,0,4000,1400
142,1,4200,1470
142,2,4400,1540
142,3,4600,1610
142,4,4800,1680
142,5,5000,1750
142,6,5200,1820
142,7,5400,1890
143,0,4000,1400
143,1,4200,1470
143,2,4400,1540
143,3,4600,1610
143,4,4800,1680
143,5,5000,1750
143,6,5200,1820
143,7,5400,1890
